snapped_at,price,market_cap,total_volume
2023-02-07 00:00:00 UTC,1.1313713661627496,20980238.813605417,10782.521249711031
2023-02-08 00:00:00 UTC,1.2935046824124354,24014370.1650401,23046.59328767885
2023-02-09 00:00:00 UTC,1.432933733280011,26630503.684612047,18538.189960960568
2023-02-10 00:00:00 UTC,1.335874402018786,24839273.270878475,12781.167902807874
2023-02-11 00:00:00 UTC,1.3231482914097856,24601923.664655432,2614.355525201584
2023-02-12 00:00:00 UTC,1.350602420397393,25107612.403662447,1251.7308359178758
2023-02-13 00:00:00 UTC,1.3884639833130432,25867532.07578531,2838.158663431178
2023-02-14 00:00:00 UTC,1.5844895070642364,29449884.14983353,11471.87829746425
2023-02-15 00:00:00 UTC,1.5014992412407009,27931119.259930447,21307.28425096183
2023-02-16 00:00:00 UTC,1.5406409718318035,28637488.570315417,13295.770989513116
2023-02-17 00:00:00 UTC,1.4080129803596293,26125156.935572375,14843.95567537895
2023-02-18 00:00:00 UTC,1.4864036969300152,27525680.276901715,14916.11295257536
2023-02-19 00:00:00 UTC,1.7631224693789453,32815128.055376284,13786.608304878986
2023-02-20 00:00:00 UTC,1.6600949829925429,30960077.3766683,12378.447215694823
2023-02-21 00:00:00 UTC,1.6843334135764523,31345487.386108417,7271.666066058062
